,OOR_ID,Link,Agency,County,Officer,Phone,Email1,Email2,website,address,type,subtype,county,municipality,school_district,filepath
3298,3426.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3426,Crestwood School District,Luzerne,Stephanie Otero,570-474-6888,stephanie.otero@csdcomets.org,,http://www.csdcomets.org/,"District 281 S. Mountain Blvd. , Mountain Top, PA 18707",Local,School District,Luzerne,Wright Twp,Crestwood School District,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3426_Crestwood_School_District.pdf
3299,3427.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3427,Dallas School District,Luzerne,Grant S. Palfey,570-675-5201,gpalfey@dsdhs.com,,http://www.dsdhs.com,"2010 Conyngham Ave , Dallas, PA 18612",Local,School District,Luzerne,Dallas Boro,Dallas S D,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3427_Dallas_School_District.pdf
3300,3428.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3428,Greater Nanticoke Area School District,Luzerne,Dr. Ronald Grevera,570-735-1270,grevarar@gnasd.com,,http://www.gnasd.com,"425 Kosciuszko Street , Nanticoke, PA 18634",Local,School District,Luzerne,,,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3428_Greater_Nanticoke_Area_School_District.pdf
3301,3429.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3429,Hanover Area School District,Luzerne,Lisa Kitchen,570-408-1163,lkitchen@hanoverarea.net,,http://www.hanoverarea.org,"1600 Sans Souci Pkwy , Hanover Township, PA 18706",Local,School District,Luzerne,,,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3429_Hanover_Area_School_District.pdf
3303,3431.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3431,Hazleton Area School District,Luzerne,,570-459-3111,hasdrtk@hasdk12.org,hasdrtk@hasdk12.org,http://www.hasdk12.org,"1515 West 23rd Street , Hazle Twp, PA 18202",Local,School District,Luzerne,Hazle Twp,Hazleton Area School District,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3431_Hazleton_Area_School_District.pdf
3304,3432.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3432,Lake-Lehman School District,Luzerne,Mary Jo Casaldi,570-255-2705,casaldimj@llsd.org,,http://www.llsd.org,"PO Box 38 , Lehman, PA 18627",Local,School District,Luzerne,,Lake-Lehman School District,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3432_Lake-Lehman_School_District.pdf
3305,3433.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3433,Northwest Area School District,Luzerne,,570-542-4126,,,http://www.northwest.k12.pa.us,"Shickshinny, PA",Local,School District,Luzerne,,,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3433_Northwest_Area_School_District.pdf
3306,3434.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3434,Pittston Area School District,Luzerne,Kevin Booth,570-655-2415,kevin.booth@pittstonarea.com,,http://www.pittstonarea.com,"5 Stout Street , Yatesville, PA 18640",Local,School District,Luzerne,Pittston City,Pittston Area School District,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3434_Pittston_Area_School_District.pdf
3308,3436.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3436,Wilkes-Barre Area School District,Luzerne,Thomas Telesz,570-826-7111,ttelesz@sbasd.k12.pa.us,,http://www.wbasd.k12.pa.us,"730 S. Main Street , Wilkes Barre, PA 18711",Local,School District,Luzerne,Wilkes Barre City,Wilkes-Barre Area School District,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3436_Wilkes-Barre_Area_School_District.pdf
3310,3438.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3438,Wyoming Area School District,Luzerne,Denise Holmes,570-655-3733,dholmes@wyomingarea.org,,http://www.wyomingarea.org/,"252 Memorial St , Exeter, PA 18643",Local,School District,Luzerne,Exeter Borough,Wyoming Area School District,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3438_Wyoming_Area_School_District.pdf
3311,3439.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3439,Wyoming Valley West School District,Luzerne,Dave Tosh,570-288-6551,dtosh@wvwsd.org,,http://www.wvwspartans.org,"450 N Maple Ave , Kingston, PA 18704",Local,School District,Luzerne,,Wyoming Valley West,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3439_Wyoming_Valley_West_School_District.pdf
3312,3440.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3440,East Lycoming School District,Lycoming,Heather Burke,570-584-2131,hburke@elsd.org,,http://www.eastlycoming.net,"349 Cemetery St , Hughesville, PA 17737",Local,School District,Lycoming,,East Lycoming School District,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3440_East_Lycoming_School_District.pdf
3313,3441.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3441,Jersey Shore Area School District,Lycoming,Benjamin Enders,570-398-5050,benders@jsasd.org,,http://www.jsasd.com,"175 A & P Drive , Jersey Shore, PA 17740",Local,School District,Lycoming,,,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3441_Jersey_Shore_Area_School_District.pdf
3314,3442.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3442,Loyalsock Township School District,Lycoming,M. Daniel Egly,570-326-6508,degly@loyalsocklancers.org,,http://www.loyalsocklancers.org,"1605 Four Mile Drive , Williamsport, PA 17701",Local,School District,Lycoming,Loyalsock Township,Loyalsock Township,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3442_Loyalsock_Township_School_District.pdf
3316,3444.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3444,Montgomery Area School District,Lycoming,,570-547-1608,gevangelisti@montasd.org,,http://www.montasd.org,"ATTN: District Office 120 Penn Street , Montgomery, PA 17752",Local,School District,Lycoming,,,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3444_Montgomery_Area_School_District.pdf
3317,3445.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3445,Montoursville Area School District,Lycoming,Christina Bason,570-368-2491,cbason@montoursville.k12.pa.us,,http://www.montoursville.k12.pa.us,"50 N Arch St , Montoursville, PA 17754",Local,School District,Lycoming,Montoursville Borough,Montoursville Area School District,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3445_Montoursville_Area_School_District.pdf
3318,3446.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3446,South Williamsport Area School District,Lycoming,Mark Stamm,570-327-1581,rtk@swasd.org,,http://www.swasd.org,"515 West Central Avenue , South Williamsport, PA 17702",Local,School District,Lycoming,,,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3446_South_Williamsport_Area_School_District.pdf
3319,3447.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3447,Williamsport Area School District,Lycoming,Wanda M. Erb,570-327-5500,werb@wasd.org,,http://www.wasd.org,"2780 West Fourth Street , Williamsport, PA 17701",Local,School District,Lycoming,,Williamsport Area School District,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3447_Williamsport_Area_School_District.pdf
3320,3448.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3448,Bradford Area School District,McKean,Samuel Johnson,814-362-3841,sjohnson@bradfordareaschools.org,,http://www.bradfordareaschools.org,"150 Lorana Avenue , Bradford, PA 16701",Local,School District,McKean,Bradford City,Bradford Area School District,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3448_Bradford_Area_School_District.pdf
3321,3449.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3449,Kane Area School District,McKean,Sheri Brunner,814-837-9570,sbrunner@kasd.net,,https://www.kane.new.rschooltoday.com/,"400 W. Hemlock Ave.  , Kane, PA 16735",Local,School District,McKean,Kane Borough,Kane Area School District,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3449_Kane_Area_School_District.pdf
3322,3450.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3450,Otto-Eldred School District,,,814-817-1380,ihousler@ottoeldred.org,,http://www.ottoeldred.org,"143 R.L. Sweitzer Drive , Duke Center, PA 16729",Local,School District,,,,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3450_Otto-Eldred_School_District.pdf
3323,3451.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3451,Port Allegany School District,McKean,Adam Moate,814-642-2544,amoate@pasdedu.org,,http://www.pasdedu.org,"20 Oak Street , Port Allegany, PA 16743",Local,School District,McKean,Port Allegany Boro,Port Allegany School District,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3451_Port_Allegany_School_District.pdf
3325,3453.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3453,Smethport Area School District,McKean,Susan Jordan,814-887-5543,sjordan@smethportschools.com,,http://www.smethportschools.com,"414 South Mechanic Street , Smethport, PA 16749",Local,School District,McKean,Smethport Boro,Smethport Area School District,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3453_Smethport_Area_School_District.pdf
3326,3454.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3454,Commodore Perry School District,Mercer,Maureen Werwie,724-253-3255,mwerwie@cppanthers.org,mwerwie@cppanthers.org,http://www.cppanthers.org,"3002 Perry Highway , 3002 Perry Highway , Hadley, PA 16130",Local,School District,Mercer,,,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3454_Commodore_Perry_School_District.pdf
3327,3455.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3455,Farrell Area School District,Mercer,,724-346-6585,swiesen@farrellareaschools.com,,http://www.farrellareaschools.com/,"1600 Roemer Boulevard , Farrell, PA 16121",Local,School District,Mercer,,,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3455_Farrell_Area_School_District.pdf
3328,3456.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3456,Greenville Area School District,Mercer,Brandon Mirizio,724-588-2500,bmirizio@greenville.k12.pa.us,,http://www.greenville.k12.pa.us,"9 Donation Road , Greenville, PA 16125",Local,School District,Mercer,,,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3456_Greenville_Area_School_District.pdf
3329,3457.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3457,Grove City Area School District,Mercer,Beth A. Harris,724-458-6733,beth.harris@gcasdk12.org,,http://www.grovecity.k12.pa.us,"511 Highland Avenue , Grove City, PA 16127",Local,School District,Mercer,Grove City Boro,Grove City Area School District,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3457_Grove_City_Area_School_District.pdf
3330,3458.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3458,Hermitage School District,Mercer,Daniel J. Bell Ed.D.,724-981-8750,dan_bell@hermitage.k12.pa.us,,http://www.hermitage.k12.pa.us/,"411 North Hermitage Road , Hermitage, PA 16148",Local,School District,Mercer,Hermitage City,Hermitage School District,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3458_Hermitage_School_District.pdf
3331,3459.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3459,Jamestown Area School District,Mercer,Tracy L. Reiser,724-932-5557,Tracy.reiser@jasdmuskies.com,,http://www.jamestown.k12.pa.us,"PO Box 217,  204 Shenango Street , Jamestown, PA 16134",Local,School District,Mercer,Jamestown,Jamestown Area School District,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3459_Jamestown_Area_School_District.pdf
3333,3461.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3461,Lakeview School District,Mercer,Cheryl McCauley,724-376-7911,c_mccauley@lakeview.k12.pa.us,,http://www.lakeview.k12.pa.us,"2482 Mercer Street , Stoneboro, PA 16153",Local,School District,Mercer,Stoneboro Boro,Lakeview School District,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3461_Lakeview_School_District.pdf
3334,3462.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3462,Mercer Area School District,Mercer,"Dr. Ronald Rowe, Jr.",724-662-5100,rrowe@mercer.k12.pa.us,rrowe@mercer.k12.pa.us,http://www.mercer.k12.pa.us,"545 West Butler Street , Mercer, PA 16137",Local,School District,Mercer,Mercer Boro,Mercer Area School District,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3462_Mercer_Area_School_District.pdf
3336,3464.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3464,Reynolds School District,Mercer,Beverly Morrison,724-646-5501,openrecords@reynolds.k12.pa.us,,http://www.reynolds.k12.pa.us/,"531 Reynolds Road , Greenville, PA 16125",Local,School District,Mercer,Pymatuning Twp,Reynolds School District,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3464_Reynolds_School_District.pdf
3337,3465.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3465,Sharon City School District,Mercer,Michael J. Calla,724-983-4000,michael_calla@sharonsd.org,,http://www.sharonsd.org,"215 Forker Boulevard , Sharon, PA 16146",Local,School District,Mercer,,,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3465_Sharon_City_School_District.pdf
3338,3466.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3466,Sharpsville Area School District,Mercer,Ashley Mocker,724-962-8300,amocker@sasdpride.org,,http://www.sharpsville.k12.pa.us,"1 Blue Devil Way , Sharpsville, PA 16150",Local,School District,Mercer,Sharpsville Boro,Sharpsville Area School District,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3466_Sharpsville_Area_School_District.pdf
3339,3467.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3467,West Middlesex Area School District,Mercer,Raymond C. Omer,724-634-3014,romer@wmask.k12.pa.us,,http://www.wmasd.k12.pa.us,"3591 Sharon Road , West Middlesex, PA 16159",Local,School District,Mercer,West Middlesex Boro,West Middlesex Area School District,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3467_West_Middlesex_Area_School_District.pdf
3340,3468.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3468,Mifflin County School District,Mifflin,Mark S. Sauer,717-248-0148,rtklrequests@mcsdk12.org,,http://www.mcsdk12.org,"201 8th Street-Highland Park , Lewistown, PA 17044",Local,School District,Mifflin,Derry Twp,Mifflin County School District,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3468_Mifflin_County_School_District.pdf
3342,3470.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3470,East Stroudsburg Area School District,Monroe,Eric Forsyth,570-424-8500,publicrecords@esasd.net,publicrecords@esasd.net,http://www.esasd.net,"50 Vine Street , East Stroudsburg, PA 18301",Local,School District,Monroe,East Stroudsburg Boro,East Stroudsburg Area School District,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3470_East_Stroudsburg_Area_School_District.pdf
3344,3472.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3472,Pleasant Valley School District,Monroe,Michael Simonetta,570-402-1000,simonetta.michael@pvbears.org,,http://www.pvbears.org,"2233 Route 115, Suite 100 , Brodheadsville, PA 18322",Local,School District,Monroe,Chestnuthill Twp,Pleasant Valley School District,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3472_Pleasant_Valley_School_District.pdf
3345,3474.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3474,Pocono Mountain School District,Monroe,Wendy Frable,570-839-7121,openrecords@pmsd.org,,http://www.pmsd.org/,"135 Pocono Mountain Road , Swiftwater, PA 18370",Local,School District,Monroe,,,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3474_Pocono_Mountain_School_District.pdf
3346,3475.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3475,Stroudsburg Area School District,Monroe,Dr. Kerri Ruck,570-213-3669,kruck@sburg.org,,http://www.sburg.org,"1100 West Main Street , Stroudsburg, PA 18360",Local,School District,Monroe,Stroudsburg Boro,Stroudsburg Area School District,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3475_Stroudsburg_Area_School_District.pdf
3347,3476.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3476,Abington School District,Montgomery,Chrisopher Lionetti,215-881-2541,openrecords@abington.k12.pa.us,lionca@abington.k12.pa.us,http://www.abington.k12.pa.us,"970 Highland Avenue , Abington, PA 19001",Local,School District,Montgomery,Abington Twp,Abington School District,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3476_Abington_School_District.pdf
3349,3478.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3478,Cheltenham Township School District,Montgomery,Crystal Mance,215-881-6300,rtk@cheltenham.org,cmance@cheltenham.org,http://www.cheltenham.org,"2000 Ashbourne Road , Elkins Park, PA 19027",Local,School District,Montgomery,Cheltenham Twp,Cheltenham School District,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3478_Cheltenham_Township_School_District.pdf
3350,3479.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3479,Colonial School District,Montgomery,Jessica Lester,610-834-1670,jlester@colonialsd.org,,http://www.colonialsd.org/index.aspx,"230 Flourtown Road , Plymouth Meeting, PA 19462",Local,School District,Montgomery,,,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3479_Colonial_School_District.pdf
3352,3481.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3481,Hatboro-Horsham School District,Montgomery,Bill Stone,215-420-5000,bstone@hatboro-horsham.org,,http://www.hatboro-horsham.org,"229 Meetinghouse Road , Horsham, PA 19044",Local,School District,Montgomery,Horsham Twp,Hatboro-Horsham School District,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3481_Hatboro-Horsham_School_District.pdf
3353,3482.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3482,Jenkintown School District,Montgomery,Karen Ovington,215-885-3722,ovingtonk@jtowndrakes.org,,http://www.jenkintowndrakes.org,"West and Highland Avenues , Jenkintown, PA 19046",Local,School District,Montgomery,Jenkintown Boro,Jenkintown School District,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3482_Jenkintown_School_District.pdf
3354,3483.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3483,Lower Merion School District,Montgomery,Denise LaPera,610-645-1930,righttoknow@lmsd.org,laperad@lmsd.org,http://www.lmsd.org,"301 E. Montgomery Avenue , Ardmore, PA 19003",Local,School District,Montgomery,Lower Merion Twp,Lower Merion School District,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3483_Lower_Merion_School_District.pdf
3355,3484.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3484,Lower Moreland Township School District,Montgomery,Mark McGuinn,215-938-0270,mmcguinn@lmtsd.org,,http://www.lmtsd.org,"2551 Murray Avenue , Huntingdon Valley, PA 19006",Local,School District,Montgomery,Lower Moreland Twp,Lower Moreland Township School District,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3484_Lower_Moreland_Township_School_District.pdf
